"sid","link_name","borough","polyline","link_length_ft","aggregation_period_sec","n_samples","median_calculation_timestamp","median_tt_sec","median_speed_fps"
"081077","57th Street - Eastbound - 11th Ave to 10th Ave (Amsterdam Ave)","Manhattan","_}ywFrmrbMnFyP","900.93","0","0","9/21/2026 11:21:24","0","0"
"086087","Woodhaven Blvd - Southbound - Jamaica Ave to Rockaway Blvd","Queens","q}jwFvhwaMxBiArEyBdCgAtGyCdGcDtEmEtCyCpD{BfI}CvKgEdGiB","5137.84","0","0","9/21/2026 11:21:24","0","0"
"086099","Woodhaven Blvd - Northbound - Jamaica Ave to Myrtle Ave","Queens","s~jwFnewaMuAd@iC`@qG|@{GOwBO{GpDeEpEmBvB_B^wDG","3480.9","0","0","9/21/2026 11:21:24","0","0"
"087086","Woodhaven Blvd - Northbound - Rockaway Blvd to Jamaica Ave","Queens","emhwFfwuaMeASgGbBkKrEkIdDkDjBoDhDgEdDaD|BaH`DyEtBiI`D","5225.04","0","0","9/21/2026 11:21:24","0","0"
"087088","Cross Bay Blvd - Southbound - Rockaway Blvd to 156th Ave","Queens","smhwFrxuaMrAFhASx@SxDc@nC_@nFeAbDm@fCo@dDQzCJ`B@|EKlCa@~KwBpJiBdJsAjCg@dDc@","6156.07","0","0","9/21/2026 11:21:24","0","0"
"088087","Cross Bay Blvd - Northbound - 156th Ave to Rockaway Blvd","Queens","afewF~`uaMmJ~AkFx@aFv@cP|CuEj@{EVoGSsCR}GrAcGtAsIz@mBd@gAD","6115.42","0","0","9/21/2026 11:21:24","0","0"
"088089","Cross Bay Blvd - Southbound - 156th Ave to North Channel Br","Queens","{eewFxbuaMdIkAdIwA~IyAzSkDtSuC~SkD~RyC~ZgM~OqH`EiC","10000.02","0","0","9/21/2026 11:21:24","0","0"
"089088","Cross Bay Blvd -  Northbound - North Channel Br to 156th Ave","Queens","ua`wFnisaMsEnCu[nNwFdCiC`AsEdAoIjAwEp@uHlAgEt@eC^_NvBkHhAeFt@}SfDsS`D","9961.11","0","0","9/21/2026 11:21:24","0","0"
"092091","Cross Bay Blvd - Northbound - W 20th Rd to W 6th Rd","Queens","wmxvFtaqaM{Go@gC_@}K{@cL}@gGk@sGk@uIs@","3925.39","0","0","9/21/2026 11:21:24","0","0"
"092144","Cross Bay Blvd - Southbound - 20 Rd to Beach Channel Dr @ Beach 116 St","Queens","_nxvF`cqaM`M~@bg@wIrLQ`Ah@pCfFz@hBdFhV`CzL`ClMXbGJdA~BrNnHp\","9819.22","0","0","9/21/2026 11:21:24","0","0"
"093094","Ocean Pkwy - Southbound - Kings Hwy to Avenue U","Brooklyn","axyvFpumbMtR}B`\mD","2875.74","0","0","9/21/2026 11:21:24","0","0"
"094098","Ocean Pkwy - Southbound - Avenue U to Avenue X","Brooklyn","kgxvFdlmbMd[gDzL~A","2482.41","0","0","9/21/2026 11:21:24","0","0"
"095096","Woodhaven Blvd - Southbound - Furmanville Ave to Metropolitan Ave","Queens","kdpwFj{yaMba@ma@lCo@~CArGN","3570.91","0","0","9/21/2026 11:21:24","0","0"
"096095","Woodhaven Blvd - Northbound - Metropolitan Ave to Furmanville Ave","Queens","wonwFbuxaMsK_@yEhAoF`GoBtB_V`V","3661.2","0","0","9/21/2026 11:21:24","0","0"
"096097","Woodhaven Blvd - Southbound - Metropolitan Ave to Union Turnpike","Queens","epnwFzwxaMdADvZgChAUzAo@hCqB","2374.44","0","0","9/21/2026 11:21:24","0","0"
"097096","Woodhaven Blvd - Northbound - Union Turnpike to Metropolitan Ave","Queens","iimwFpkxaMkBhBaBx@kHz@aMv@sGX","2324.14","0","0","9/21/2026 11:21:24","0","0"
"099086","Woodhaven Blvd - Southbound - Myrtle Ave to Jamaica Ave","Queens","kvlwF~{waMhFKtDyC~CuChHgEpCJxGLvKmAlBk@","3532.76","0","0","9/21/2026 11:21:24","0","0"
"099097","Woodhaven Blvd - Northbound - Myrtle Ave to Union Tpke","Queens","_vlwFfywaMqCDaA\{AzAoBfDiE|G","1454.25","0","0","9/21/2026 11:21:24","0","0"
"105045","23rd Street - Eastbound - 2nd Ave to 1st Ave","Manhattan","erswFblpbMfEyM","749.85","0","0","9/21/2026 11:21:24","0","0"
"106047","23rd Street - Eastbound - 7th Ave to 6th Ave","Manhattan","_ytwFjhsbMjFaQ","907.4","0","0","9/21/2026 11:21:24","0","0"
"106050","23rd Street - Westbound - 7th Ave to 8th Ave","Manhattan","gztwFlgsbMoFnP","889.13","0","0","9/21/2026 11:21:24","0","0"
"106107","7th Avenue - Southbound - 23rd St to 14th St","Manhattan","oytwF|gsbMta@bX","2309.57","0","0","9/21/2026 11:21:24","0","0"
"114115","Surf Avenue and Stillwell Ave to Ocean Pkwy and Sea Breeze Ave - Eastbound","Brooklyn","s{svFdmpbMToSdCiZl@}Kk@uI}A}E","3557.5","0","0","9/21/2026 11:21:24","0","0"
"114137","Stillwell Ave - Northbound - Surf Ave to Neptune Ave","Brooklyn","g|svFvlpbMmJtAmJ|@","1351.27","0","0","9/21/2026 11:21:24","0","0"
"117072","Atlantic Avenue - Westbound - Boerum Pl to BQE Exit","Brooklyn","mbjwFdhrbMqBxImH|`@","2121.64","0","0","9/21/2026 11:21:24","0","0"
"118008","34th Street - Eastbound - 5th Ave to Madison Ave","Manhattan","gtuwFtbqbMdC{H","500.43","0","0","9/21/2026 11:21:24","0","0"
"121127","Hylan Blvd - Southbound - Richmond Ave to Arden Ave","Staten Island","ozkvFvercMrLvKzBrBn@~@`CrHzBtGpBzG","2758.7","0","0","9/21/2026 11:21:24","0","0"
"121145","Hylan Blvd - Northbound - Richmond Ave to Keegans Ln","Staten Island","uykvFtdrcMqTwWyHaHuRmOyD{EuDiCiF}GaRgXyEaG","7266.26","0","0","9/21/2026 11:21:24","0","0"
"122134","Flatbush Ave - Northbound - Avenue U to Fillmore Ave","Brooklyn","krzvFp}dbMuIbKmHxJiIvJ","2379.05","0","0","9/21/2026 11:21:24","0","0"
"130139","Richmond Ave - Southbound - Forest Hill Rd to Weinwright Ave","Staten Island","{~rvFniucMlIs@nML~g@H","3853.28","0","0","9/21/2026 11:21:24","0","0"
"135120","Flatbush Ave - Southbound - Golf Course to Aviators Sports Complex","Brooklyn","u{xvFbdcbMtcAmjA","5220.49","0","0","9/21/2026 11:21:24","0","0"
"144140","Beach Channel Dr - Westbound - Beach 116 St to Beach 140 St","Queens","_duvFxptaMbAnh@oAhMRhRx@rI|@`EpUti@","6431.79","0","0","9/21/2026 11:21:24","0","0"
"145121","Hylan Blvd - Southbound - Keegans Ln to Richmond Ave","Staten Island","mznvFf~ncM|@lAfDpDzBhDvMzRxH|IfB|@zD`FlZfVrVlZ","7276.22","0","0","9/21/2026 11:21:24","0","0"
"147150","Rockaway Blvd - Southbound - South Conduit Ave to Farmers Blvd","Queens","}uewFhdiaMbNeLdNyK`DkA|CDv@kDhAyC","3224.15","0","0","9/21/2026 11:21:24","0","0"
"154181","Beach Channel Dr - Westbound - Bay 32 st to Beach 69 st","Queens","emxvFzlfaMl@hBbAtAb@RzEh@~@^t@|@HzDhAbUvA~n@zAjj@dJh[vAzh@","9665.09","0","0","9/21/2026 11:21:24","0","0"
"154182","Beach Channel Dr - Eastbound - Bay 32 st to Mott Ave","Queens","wlxvFflfaMyKyYgBeC_A_EaDcGqH_QoFiBg@Y","3942.33","0","0","9/21/2026 11:21:24","0","0"
"155180","Seagirt Blvd - Westbound - Beach 9th St to Beach 32nd St","Queens","{_xvFxcbaM`FxUZjFLdEB~TOzNc@hKuBrI]vK|@`S}@~H{AvB","6602.6","0","0","9/21/2026 11:21:24","0","0"
"156181","Beach Channel Dr - Eastbound - Beach 90 st to Beach 69 st","Queens","mjvvFnmpaMaByAoJwUGoDPwGUsHs@mCYqD@uC|AkMcByV]w@{G_Fg@uBIkD","6016.21","0","0","9/21/2026 11:21:24","0","0"
"157158","Main St - Northbound - Roosevelt Ave to Northern Blvd","Queens","azwwFr|raMwKjEwG`D","1353.43","0","0","9/21/2026 11:21:24","0","0"
"157159","Main St - Southbound - Roosevelt Ave to Sanford Ave","Queens","czwwF~}raMzKkEjDcA","1130.14","0","0","9/21/2026 11:21:24","0","0"
"157160","Main St @ Roosevelt to Kissena Blvd @ Sanford Ave","Queens","_zwwFx}raMlDsAf@q@fG_N","1258.02","0","0","9/21/2026 11:21:24","0","0"
"157163","Roosevelt Ave - Eastbound - Main St to Parsons Blvd","Queens","{ywwFf}raM}Koq@","2356.96","0","0","9/21/2026 11:21:24","0","0"
"157177","Roosevelt Ave - Westbound - Main St to College Pnt Blvd","Queens","kzwwFt}raMpFlUFrA","1202.78","0","0","9/21/2026 11:21:24","0","0"
"158185","Northern Blvd - Westbound - Main St to Northern Blvd Br","Queens","opxwFhisaMz@pFKbNTrF","1360.33","0","0","9/21/2026 11:21:24","0","0"
"159157","Main St - Northbound - Sanford Ave to Roosevelt Ave","Queens","khwwFftraMwJnDgEzA","1114.01","0","0","9/21/2026 11:21:24","0","0"
"159179","Main St - Southbound - Sanford Ave to Peck Ave","Queens","ahwwFburaM|McE`Bc@zFqC~BmB`BcAnAm@hAIhA@bDT","2811.63","0","0","9/21/2026 11:21:24","0","0"
"160157","Kissena Blvd @ Sanford Ave to Main St @ Roosevelt Ave - Northbound","Queens","kkwwFviraMaHbO_ExA","1259.4","0","0","9/21/2026 11:21:24","0","0"
"160159","Sanford Avenue - Westbound - Kissena Blvd to Main St","Queens","ckwwFfjraMzAxI","506.67","0","0","9/21/2026 11:21:24","0","0"
"160183","Kissena Blvd - Southbound - Sanford Ave to Holly Ave","Queens","akwwFtjraMlB}DhFgHzH_KfIaK|HuI","3254.72","0","0","9/21/2026 11:21:24","0","0"
"161183","Kissena Blvd - Northbound - Horace Harding Expwy NSR to Holly Ave","Queens","c{swFx~oaMi@@WFqCAqBUsGyA}LsCwAO{AKiAHs]x`@","4752.54","0","0","9/21/2026 11:21:24","0","0"
"165158","Northern Blvd - Westbound - Union St to Main St","Queens","gvxwFzpraMxDpW","1137.68","0","0","9/21/2026 11:21:24","0","0"
"166167","Jackie Robinson Pkwy - Southbound - Metropolitan Ave to Forest Pk Dr","Queens","c~mwFveuaM~@zBr@tCp@zGTrIFhMRdCVlBf@tBlAbCjAvAlHpFzBtC|BnFdBxMlDpLR`CFlC}@xJObGH|El@jFdAlEpBhDjDzBfEx@`FvAtBdCbAxC","9838.75","0","0","9/21/2026 11:21:24","0","0"
"167168","Jackie Robinson Pkwy - Southbound - Forest Pk Dr to Jamaica Av","Queens","}ykwFlvzaMn@jBXhBjAjMdArCxH~IlCxAh@x@b@dBz@bBz@`@vCf@T|@JdAtAbUdDnTrCrTbAtC|UfR|MnM`H~ExBz@lFPnFp@xDtA","11281.34","0","0","9/21/2026 11:21:24","0","0"
"168167","Jackie Robinson Pkwy - Northbound - Jamaica Ave to Forest Pk Dr","Queens","mbhwF```bMaHqBuGUsCi@gCsA}EiDqHwH{XyTiAwAo@qByBqQ_EcWmAsUa@yBkAq@kCo@[s@uAsDgAu@}A{@kE{EwByBw@wCkA{Ko@aE","11106.63","0","0","9/21/2026 11:21:24","0","0"
"169166","Jackie Robinson Pkwy - Southbound - Queens Blvd to Metropolitan Ave","Queens","kcowF`wraMrAvGh@|CtFbNbGxMfFnIl@rB`B|GlA~DhBvD","4126.65","0","0","9/21/2026 11:21:24","0","0"
"171031","Henry Hudson Pkwy - Southbound - 79th St to 57th St","Manhattan","a}|wFz_qbMdWdPrCrCvMpJvZdS|MvI","5785.32","0","0","9/21/2026 11:21:24","0","0"
"171172","Henry Hudson Pkwy - Northbound - 79th St to 99th St","Manhattan","i||wFh~pbMkGwCsHsB_Cu@uCmAwCuAeGoD_FoDwEqEgKuMgD{B_IkB","5376.95","0","0","9/21/2026 11:21:24","0","0"
"172171","Henry Hudson Pkwy - Southbound - 99th St to 79th St","Manhattan","}m_xFliobMvEvAzEhCjEfEdEhFjElE|EvDlJtFnEjBlEvAlHpBtFdC","5361","0","0","9/21/2026 11:21:24","0","0"
"172173","Henry Hudson Pkwy - Northbound - 99th St to 125th St","Manhattan","kk_xFbhobMuG}AcGgC{FgDkFkD{^}V{I{EwIoFoIeGwIgEqIqGaIeI","8453.9","0","0","9/21/2026 11:21:24","0","0"
"173172","Henry Hudson Pkwy - Southbound - 125th St to 99th St","Manhattan","ykcxFvolbMnOxOhNdIjH|EtW`OnJvGvN`KlOpJ|FjCrG~A","8397.24","0","0","9/21/2026 11:21:24","0","0"
"173174","Henry Hudson Pkwy - Northbound - 125th St to GWB","Manhattan","}jcxFrnlbMwNeMcSiNea@w]wSqFwTkEeDiByKwJ_JuE}MiC}M_@}UaH","12554.86","0","0","9/21/2026 11:21:24","0","0"
"174173","Henry Hudson Pkwy - Southbound - GWB to 125th St","Manhattan","ooixF|jibMpFhAvTWdJNxI|AzJtDfPpNd[nGnKjCrIrF|]vZ``@`Y","12554.79","0","0","9/21/2026 11:21:24","0","0"
"176177","College Pnt Blvd - Northbound - Sanford Ave to Roosevelt Ave","Queens","}{vwFhosaMcTbF","1272.67","0","0","9/21/2026 11:21:24","0","0"
"177157","Roosevelt Ave - Eastbound - College Pnt Blvd to Main St","Queens","_qwwFjvsaMi@oAsFkU","1219.27","0","0","9/21/2026 11:21:24","0","0"
"177176","College Pnt Blvd - Southbound - Roosevelt Ave to Sanford Ave","Queens","upwwFrwsaM|S_F","1260.7","0","0","9/21/2026 11:21:24","0","0"
"177178","College Pnt Blvd - Northbound - Roosevelt Ave to 35th Ave","Queens","urwwFzvsaMwShEeGv@sBxA","1972.47","0","0","9/21/2026 11:21:24","0","0"
"178177","College Pnt Blvd - Southbound - 35th Ave to Roosevelt Ave","Queens","asxwFhbtaMdB_AnJoA|PsD","1962.43","0","0","9/21/2026 11:21:24","0","0"
"179159","Main St  - Northbound - Peck Ave to Sanford Ave","Queens","mzuwF`braMaHSi@FsD~BiCpBkEnBcRxF","2848.55","0","0","9/21/2026 11:21:24","0","0"
"180155","Seagirt Blvd - Eastbound - Beach 32nd St to Beach 9th St","Queens","u}wvFjwfaMrB{OeA_Wr@yHhAaE\{B`@}JNaIDwSGgHYsHO}AcF}U","6745.41","0","0","9/21/2026 11:21:24","0","0"
"181154","Beach Channel Dr - Eastbound - Beach 69 st to Bay 32 st","Queens","igwvFdulaMkAsh@{IeZMeEoCe~@a@iVmAySG_H}BsAoESu@Ys@cAo@oB","9722.75","0","0","9/21/2026 11:21:24","0","0"
"181156","Beach Channel Dr - Westbound- Beach 69 st to Beach 90 st","Queens","wgwvFfulaMLxF^bAbHnFRz@j@tJn@dKeBxLL~EfAhGJzGGtLpJdVv@dC","6032.8","0","0","9/21/2026 11:21:24","0","0"
"182154","Beach Channel Dr - Westbound - Mott Ave to Bay 32 St","Queens","ovyvFfjdaM\RzEpAh@z@bFtLdCdFlAvBv@|CzBzCvK|Y","3908.23","0","0","9/21/2026 11:21:24","0","0"
"183160","Kissena Blvd  - Northbound - Holly Ave to Sanford Ave","Queens","obvwFdxpaMiI~I_IxJyH~JkDtE_ArAcBtD","3244.32","0","0","9/21/2026 11:21:24","0","0"
"184176","College Point Blvd - Northbound - Booth Memorial Ave to Sanford Ave","Queens","{quwFvosaMU]cT}Cs@CiQjD","2499.96","0","0","9/21/2026 11:21:24","0","0"
"185158","Northern Blvd - Eastbound - Northern Blvd Br to Main St","Queens","kmxwFlgtaMSoFJoNa@iG","1391.89","0","0","9/21/2026 11:21:24","0","0"
"189022","5th Avenue - Southbound - 86 St to 72 St","Manhattan","oc|wFrklbMrw@lh@","3778.77","0","0","9/21/2026 11:21:24","0","0"
"076083","14th Street – westbound – 1st Avenue to Union Sqr. East / Broadway","Manhattan","ejrwFzupbMwTjr@","2604.02","0","0","9/21/2026 11:21:24","0","0"
"083107","14th Street – westbound – Union Sqr. East / Broadway to 7th Avenue","Manhattan","_`swFfirbMmVrv@","2817.72","0","0","9/21/2026 11:21:24","0","0"
"107083","14th Street – eastbound – 7th Avenue to Union Sqr. East / Broadway","Manhattan","{vswFratbMxVuw@","2869.41","0","0","9/21/2026 11:21:24","0","0"
"083076","14th Street – eastbound – Union Sqr. East / Broadway to 1st Avenue","Manhattan","a_swF|hrbMpTar@","2589.23","0","0","9/21/2026 11:21:24","0","0"
"075107","14th Street – eastbound – 11 Ave/Rt 9A to 7th Ave","Manhattan","imtwFzvubMpUut@","2716.64","0","0","9/21/2026 11:21:24","0","0"
"107075","14th Street – westbound – 7th Ave to 11 Ave/Rt 9A","Manhattan","iwswF~`tbMoUjt@","2705.75","0","0","9/21/2026 11:21:24","0","0"
"199200","Battery Park Underpass - West St (Southbound) to FDR Dr (Northbound)","Manhattan","admwF|kwbMfBBlIcBfGcFp@uFUqD]}C","2214.93","0","0","9/21/2026 11:21:24","0","0"
"200199","Battery Park Underpass - FDR Dr (Southbound) to West St (Northbound)","Manhattan","ynlwFbqvbMb@tGSjC_@|AkBpB_CvAoD~@yC^oB?","2066.47","0","0","9/21/2026 11:21:24","0","0"
"204047","23rd Street - westbound - madison ave to 6 ave","Manhattan","yetwFzwqbMmKz\","1507.02","0","0","9/21/2026 11:21:24","0","0"
"047204","23rd Street - eastbound - 6 ave to madison ave","Manhattan","{qtwF~urbMlKy\","1505.12","0","0","9/21/2026 11:21:24","0","0"
"204008","Madison Avenue - northbound - 23 st to 34 st","Manhattan","wetwFtwqbMqi@_^","2839.04","0","0","9/21/2026 11:21:24","0","0"
